"","Number","Cell","Slice","Date","Sample","blah","cell_num","donor_id","Mouse date of birth","age","biological_sex","genotype","Targeted layer","Inferred layer","Cre","Exon reads","Intron reads","Intergenic reads","Sequencing batch","Number of genes detected","RNA family","RNA type","RNA type confidence","RNA type top-3","ALM/VISp top-3","top_cluster_string","top_alm_visp_cluster","subclass","corresponding_AIT2.3.1_alias","layer","type","region","cluster_score_string","cluster_score_string_number","rest","top_alm_visp_subclass","Length (bp)","Yield (pg/µl)","User","hold_time","Soma depth (µm)","Soma depth (4x)","Cortical thickness (4x)","Cortical thickness (µm)","Traced","Exclusion reasons","X1","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","Glutamatergic","Astro","Endo","GABAergic","Microglia","Oligo","Peri","SMC","VLMC","QC_pass","top_cluster_score","depth_from_pia_um","cell_count_per_donor","norm_cell_num","class","second","cluster_label","median_cluster_label_Microglia"
"26",27,"20180103_sample_7","20180103_slice_7",2018-01-03,"sample 7","sample",7,"mouse_BXLFB",2017-10-27,68,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1118512,1255511,193438,1,13201,"IT","L5 IT_1",0.93,"L5 IT_1 (92.9%), L4/5 IT_2 (3.6%)","L5 IT ALM Cpa6 Gpr88 (41.0%), L5 IT ALM Cbln4 Fezf2 (27.0%), L5 IT ALM Lypd1 Gpr88 (13.0%)","L5 IT ALM Cpa6 Gpr88 (41.0%), L5 IT ALM Cbln4 Fezf2 (27.0%), L5 IT ALM Lypd1 Gpr88 (13.0%)","L5 IT ALM Cpa6 Gpr88","L5 IT","L5 IT ALM","L5","IT","ALM","41.0%), L5 IT ALM Cbln4 Fezf2","41.0",", L5 IT ALM Cbln4 Fezf2","L5",1639,538.97,"Fede",12,"571.6",213.8,552.8,1525.728,"y",NA,27,"Glutamatergic","L5.IT_on",218.308008290404,1.00703004505183,NA,0.500512223254263,Inf,0.0375957146974509,NA,0.148018023680908,0.0470539449653271,0.152342025577981,NA,NA,0.0133596131693707,TRUE,41,571.6,8,7,"Glutamatergic",NA,"L5 IT",0.134980114455821
"27",28,"20180103_sample_8","20180103_slice_8",2018-01-03,"sample 8","sample",8,"mouse_BXLFB",2017-10-27,68,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1959765,1536151,257920,2,12909,"IT","L5 IT_3",0.54,"L5 IT_3 (54.3%), L5 IT_1 (22.6%), L5 IT_2 (12.4%)","L5 IT VISp Col27a1 (67.0%), L5 IT ALM Cpa6 Gpr88 (19.0%), L5 IT ALM Gkn1 Pcdh19 (10.0%)","L5 IT VISp Col27a1 (67.0%), L5 IT ALM Cpa6 Gpr88 (19.0%), L5 IT ALM Gkn1 Pcdh19 (10.0%)","L5 IT VISp Col27a1","L5 IT","L5 IT VISp","L5","IT","VISp","67.0%), L5 IT ALM Cpa6 Gpr88","67.0",", L5 IT ALM Cpa6 Gpr88","L5",1980,393.33,"Fede",10,"605.9",219.5,505.5,1395.18,NA,NA,28,"Glutamatergic","L5.IT_on",210.171365707401,0.969496637042201,NA,0.470509331418295,-Inf,0.176878737985958,NA,0.0872361689083428,0.0953565180454016,0.0899207760970381,NA,NA,0.0716386687858059,TRUE,67,605.9,8,8,"Glutamatergic",NA,"L5 IT",0.122245496542487
"28",30,"20180104_sample_2","20180104_slice_2",2018-01-04,"sample 2","sample",2,"mouse_UALZV",2017-10-27,69,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",326578,569047,68680,2,10261,"IT","L5 IT_3",0.48,"L5 IT_3 (48.0%), L5 IT_1 (46.3%), L5 IT_2 (4.9%)","L5 IT VISp Col27a1 (55.0%), L5 IT ALM Cpa6 Gpr88 (18.0%), L4 IT VISp Rspo1 (12.0%)","L5 IT VISp Col27a1 (55.0%), L5 IT ALM Cpa6 Gpr88 (18.0%), L4 IT VISp Rspo1 (12.0%)","L5 IT VISp Col27a1","L5 IT","L5 IT VISp","L5","IT","VISp","55.0%), L5 IT ALM Cpa6 Gpr88","55.0",", L5 IT ALM Cpa6 Gpr88","L5",2295,331.83,"Fede",10,"642.6",249.8,599.1,1653.516,NA,NA,30,"Glutamatergic","L5.IT_on",219.866573160834,1.0142195277647,NA,0.543156216982929,Inf,0.0653525742117875,NA,0.098726702251724,0.115556101749661,0.112306263095208,NA,NA,0.0657694201818222,TRUE,55,642.6,5,2,"Glutamatergic",NA,"L5 IT",0.122245496542487
"29",31,"20180104_sample_3","20180104_slice_3",2018-01-04,"sample 3","sample",3,"mouse_UALZV",2017-10-27,69,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",8552519,2122716,558279,1,20383,"IT","L4/5 IT_2",0.86,"L4/5 IT_2 (85.6%), L5 IT_1 (13.9%)","L5 IT ALM Tmem163 Dmrtb1 (100.0%)","L5 IT ALM Tmem163 Dmrtb1 (100.0%)","L5 IT ALM Tmem163 Dmrtb1","L5 IT","L5 IT ALM","L5","IT","ALM","100.0%)","100.0","","L5",2360,1248.8,"Fede",6,"485.1",175.7,488,1346.88,NA,NA,31,"Glutamatergic","L5.IT_on",252.018350591102,1.16253202499123,NA,0.607273125628174,Inf,0.145403222601049,NA,0.239659838647477,0.105631013621044,0.16024262599781,NA,NA,0.0637031131713112,TRUE,100,485.1,5,3,"Glutamatergic",NA,"L5 IT",0.134980114455821
"30",33,"20180104_sample_6","20180104_slice_6",2018-01-04,"sample 6","sample",6,"mouse_UALZV",2017-10-27,69,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",174024,137524,25972,3,11684,"ET","L5 ET_4",0.48,"L5 ET_4 (47.9%), L5 ET_2 (32.0%), L5 ET_3 (18.3%)","L5 PT VISp Lgr5 (60.0%), L5 PT ALM Npsr1 (24.0%), L5 PT VISp C1ql2 Ptgfr (16.0%)","L5 PT VISp Lgr5 (60.0%), L5 PT ALM Npsr1 (24.0%), L5 PT VISp C1ql2 Ptgfr (16.0%)","L5 PT VISp Lgr5","L5 PT","L5 PT VISp","L5","PT","VISp","60.0%), L5 PT ALM Npsr1","60.0",", L5 PT ALM Npsr1","L5",2195,728.36,"Fede",10,"647.2",234.4,473.7,1307.412,"y",NA,33,"Glutamatergic","L5.PT_on",179.941440924884,0.830049427780161,NA,0.402554223140531,-Inf,0.659242955058996,NA,0.132454799280063,0.134324849465898,0.133707301826316,NA,NA,0.0652197416597601,TRUE,60,647.2,5,5,"Glutamatergic",NA,"L5 PT",0.202847849190715
"31",34,"20180105_sample_4","20180105_slice_4",2018-01-05,"sample 4","sample",4,"mouse_LYQJP",2017-10-27,70,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",5257425,4258865,1027630,1,17438,"IT","L5 IT_1",0.62,"L5 IT_1 (61.7%), L5 IT_3 (18.4%), L5 IT_2 (16.6%)","L5 IT ALM Cpa6 Gpr88 (36.0%), L5 IT ALM Cbln4 Fezf2 (23.0%), L5 IT VISp Col27a1 (21.0%)","L5 IT ALM Cpa6 Gpr88 (36.0%), L5 IT ALM Cbln4 Fezf2 (23.0%), L5 IT VISp Col27a1 (21.0%)","L5 IT ALM Cpa6 Gpr88","L5 IT","L5 IT ALM","L5","IT","ALM","36.0%), L5 IT ALM Cbln4 Fezf2","36.0",", L5 IT ALM Cbln4 Fezf2","L5",1579,259.84,"Fede",10,"741.8",271.1,519.5,1433.82,"y",NA,34,"Glutamatergic","L5.IT_on",183.811265327481,0.84790048818334,NA,0.462286890983031,-Inf,0.0850790374512164,NA,0.14725135133658,0.252802407281479,0.113969411062158,NA,NA,0.0272626631320305,TRUE,36,741.8,3,1,"Glutamatergic",NA,"L5 IT",0.134980114455821
"32",35,"20180105_sample_5","20180105_slice_5",2018-01-05,"sample 5","sample",5,"mouse_LYQJP",2017-10-27,70,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",3736746,2728967,660163,1,16139,"IT","L5 IT_1",0.91,"L5 IT_1 (91.0%), L4/5 IT_2 (3.0%), L5 ET_1 (2.7%)","L4 IT VISp Rspo1 (33.0%), L5 IT ALM Cpa6 Gpr88 (22.0%), L5 IT VISp Batf3 (17.0%)","L4 IT VISp Rspo1 (33.0%), L5 IT ALM Cpa6 Gpr88 (22.0%), L5 IT VISp Batf3 (17.0%)","L4 IT VISp Rspo1","L4 IT","L4 IT VISp","L4","IT","VISp","33.0%), L5 IT ALM Cpa6 Gpr88","33.0",", L5 IT ALM Cpa6 Gpr88","L4",1513,141.77,"Fede",10,"528.4",199.5,515.8,1423.608,"y",NA,35,"Glutamatergic","L5.IT_on",163.155802535029,0.752619184536527,NA,0.388653658334584,-Inf,0.163758693296248,NA,0.134378241155258,0.384177339047556,0.0428591238409238,NA,NA,0.0646939052236843,TRUE,33,528.4,3,2,"Glutamatergic",NA,"L4 IT",0.08134693896947
"33",36,"20180105_sample_6","20180105_slice_6",2018-01-05,"sample 6","sample",6,"mouse_LYQJP",2017-10-27,70,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1902533,1807065,451233,1,14647,"IT","L5 IT_1",0.45,"L5 IT_1 (45.0%), L5 IT_2 (39.7%), L5 IT_3 (8.4%)","L5 IT ALM Gkn1 Pcdh19 (40.0%), L5 IT VISp Col27a1 (34.0%), L6 IT ALM Tgfb1 (13.0%)","L5 IT ALM Gkn1 Pcdh19 (40.0%), L5 IT VISp Col27a1 (34.0%), L6 IT ALM Tgfb1 (13.0%)","L5 IT ALM Gkn1 Pcdh19","L5 IT","L5 IT ALM","L5","IT","ALM","40.0%), L5 IT VISp Col27a1","40.0",", L5 IT VISp Col27a1","L5",1622,168.05,"Fede",10,"638.3",234.5,462.3,1275.948,"y",NA,36,"Glutamatergic","L5.IT_on",170.898707309524,0.788336324759433,NA,0.482350703648513,-Inf,0.120342310299191,NA,0.159341490340686,0.117210439594569,0.105972908732525,NA,NA,0.0707970498034694,TRUE,40,638.3,3,3,"Glutamatergic",NA,"L5 IT",0.134980114455821
"34",37,"20180108_sample_1","20180108_slice_1",2018-01-08,"sample 1","sample",1,"mouse_OOSLW",2017-11-05,64,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1457748,1784110,258283,2,13414,"IT","L5 IT_1",1,"L5 IT_1 (99.6%)","L5 IT ALM Cpa6 Gpr88 (57.0%), L5 IT ALM Tmem163 Arhgap25 (38.0%)","L5 IT ALM Cpa6 Gpr88 (57.0%), L5 IT ALM Tmem163 Arhgap25 (38.0%)","L5 IT ALM Cpa6 Gpr88","L5 IT","L5 IT ALM","L5","IT","ALM","57.0%), L5 IT ALM Tmem163 Arhgap25","57.0",", L5 IT ALM Tmem163 Arhgap25","L5",2474,418.17,"Fede",10,"635.6",228.2,566.6,1563.816,NA,NA,37,"Glutamatergic","L5.IT_on",219.236645838045,1.01131374457692,NA,0.445689202733282,Inf,0.131346520712336,NA,0.160385785227151,0.188304171257303,0.162601503638811,NA,NA,0.0861422075341908,TRUE,57,635.6,9,1,"Glutamatergic",NA,"L5 IT",0.134980114455821
"35",39,"20180108_sample_3","20180108_slice_3",2018-01-08,"sample 3","sample",3,"mouse_OOSLW",2017-11-05,64,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",469764,44224,42607,2,13133,"IT","L5 IT_1",0.82,"L5 IT_1 (81.7%), L5 IT_2 (8.7%), L5 ET_1 (6.3%)","L5 IT ALM Tmem163 Arhgap25 (31.0%), L5 IT ALM Gkn1 Pcdh19 (26.0%), L5 IT ALM Cpa6 Gpr88 (24.0%)","L5 IT ALM Tmem163 Arhgap25 (31.0%), L5 IT ALM Gkn1 Pcdh19 (26.0%), L5 IT ALM Cpa6 Gpr88 (24.0%)","L5 IT ALM Tmem163 Arhgap25","L5 IT","L5 IT ALM","L5","IT","ALM","31.0%), L5 IT ALM Gkn1 Pcdh19","31.0",", L5 IT ALM Gkn1 Pcdh19","L5",2378,416.79,"Fede",10,"724.7",248.8,560.5,1546.98,NA,NA,40,"Glutamatergic","L5.IT_on",182.908813836713,0.843737581964178,NA,0.335319471989866,-Inf,0.356796379148218,NA,0.0749084604335146,0.710879831790607,0.112815816682215,NA,NA,0.014651571818753,TRUE,31,724.7,9,3,"Glutamatergic",NA,"L5 IT",0.134980114455821
"36",40,"20180108_sample_4","20180108_slice_4",2018-01-08,"sample 4","sample",4,"mouse_OOSLW",2017-11-05,64,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1069590,1035606,161359,2,5639,"ET","L5 ET_4",0.49,"L5 ET_4 (48.9%), L6 CT Pou3f2 (11.1%), L5 ET_2 (9.1%)","L5 PT VISp Lgr5 (55.0%), L5 PT VISp C1ql2 Ptgfr (25.0%), L5 PT ALM Npsr1 (16.0%)","L5 PT VISp Lgr5 (55.0%), L5 PT VISp C1ql2 Ptgfr (25.0%), L5 PT ALM Npsr1 (16.0%)","L5 PT VISp Lgr5","L5 PT","L5 PT VISp","L5","PT","VISp","55.0%), L5 PT VISp C1ql2 Ptgfr","55.0",", L5 PT VISp C1ql2 Ptgfr","L5",1527,137.09,"Fede",10,"738.1",269.9,528.1,1457.556,"y",NA,41,"Glutamatergic","L5.IT_on",109.039542811183,0.502987025393531,NA,0.232107718435004,-Inf,0.323388802242684,NA,0.0602900673866452,0.248418767670369,0.128988464110599,NA,NA,0.00635255817354655,TRUE,55,738.1,9,4,"Glutamatergic",NA,"L5 PT",0.202847849190715
"37",41,"20180108_sample_5","20180108_slice_5",2018-01-08,"sample 5","sample",5,"mouse_OOSLW",2017-11-05,64,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",147672,13964,23361,1,16535,"ET","L5 ET_2",0.58,"L5 ET_2 (57.7%), L5 ET_3 (24.4%), L5 ET_4 (17.7%)","L5 PT ALM Hpgd (39.0%), L5 PT ALM Npsr1 (31.0%), L5 PT VISp Lgr5 (30.0%)","L5 PT ALM Hpgd (39.0%), L5 PT ALM Npsr1 (31.0%), L5 PT VISp Lgr5 (30.0%)","L5 PT ALM Hpgd","L5 PT","L5 PT ALM","L5","PT","ALM","39.0%), L5 PT ALM Npsr1","39.0",", L5 PT ALM Npsr1","L5",2412,412.34,"Fede",10,"632.5",214.5,496.3,1369.788,"y",NA,42,"Glutamatergic","L5.PT_on",178.650434278625,0.824094160763962,NA,0.442122494200384,-Inf,0.16127478663803,NA,0.164536362576888,0.302338119267858,0.170529735683113,NA,NA,0.150969696974259,TRUE,39,632.5,9,5,"Glutamatergic",NA,"L5 PT",0.13675354978931
"38",42,"20180108_sample_7","20180108_slice_7",2018-01-08,"sample 7","sample",7,"mouse_OOSLW",2017-11-05,64,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1471939,1268100,306428,1,12693,"IT","L5 IT_1",0.97,"L5 IT_1 (96.9%)","L5 IT VISp Hsd11b1 Endou (44.0%), L5 IT ALM Cpa6 Gpr88 (27.0%), L5 IT VISp Whrn Tox2 (14.0%)","L5 IT VISp Hsd11b1 Endou (44.0%), L5 IT ALM Cpa6 Gpr88 (27.0%), L5 IT VISp Whrn Tox2 (14.0%)","L5 IT VISp Hsd11b1 Endou","L5 IT","L5 IT VISp","L5","IT","VISp","44.0%), L5 IT ALM Cpa6 Gpr88","44.0",", L5 IT ALM Cpa6 Gpr88","L5",2503,414.54,"Fede",10,"987.7",359,596,1644.96,NA,NA,43,"Glutamatergic","L5.IT_on",193.373010599217,0.892007733021385,NA,0.425279094996694,-Inf,0.219892193571913,NA,0.144404667778545,0.433361109413143,0.110963925901976,NA,NA,0.0689061662786651,TRUE,44,987.7,9,6,"Glutamatergic",NA,"L5 IT",0.122245496542487
"39",43,"20180108_sample_8","20180108_slice_8",2018-01-08,"sample 8","sample",8,"mouse_OOSLW",2017-11-05,64,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",812213,949428,126805,2,11579,"ET","L5 ET_1",0.94,"L5 ET_1 (93.9%), L5 ET_2 (5.6%)","L5 PT ALM Slco2a1 (95.0%)","L5 PT ALM Slco2a1 (95.0%)","L5 PT ALM Slco2a1","L5 PT","L5 PT ALM","L5","PT","ALM","95.0%)","95.0","","L5",2560,405.42,"Fede",10,"923.4",337,580.1,1601.076,NA,NA,44,"Glutamatergic","L5.PT_on",189.560604507552,0.874421536764497,NA,0.530229190113004,-Inf,0.0974692659224936,NA,0.226059391510304,0.0634004593150374,0.126621617004051,NA,NA,0.0331442991178183,TRUE,95,923.4,9,7,"Glutamatergic",NA,"L5 PT",0.13675354978931
"40",44,"20180108_sample_9","20180108_slice_9",2018-01-08,"sample 9","sample",9,"mouse_OOSLW",2017-11-05,64,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",439766,518015,99561,3,15279,"IT","L5 IT_1",0.92,"L5 IT_1 (92.1%), L5 IT_2 (4.4%)","L5 IT ALM Cpa6 Gpr88 (72.0%), L5 IT ALM Gkn1 Pcdh19 (27.0%)","L5 IT ALM Cpa6 Gpr88 (72.0%), L5 IT ALM Gkn1 Pcdh19 (27.0%)","L5 IT ALM Cpa6 Gpr88","L5 IT","L5 IT ALM","L5","IT","ALM","72.0%), L5 IT ALM Gkn1 Pcdh19","72.0",", L5 IT ALM Gkn1 Pcdh19","L5",2151,307.11,"Fede",10,"798.2",293.3,537.4,1483.224,"y",NA,45,"Glutamatergic","L5.IT_on",207.90150333565,0.959026019750671,NA,0.529084893597401,-Inf,0.178494418164724,NA,0.130188552040576,0.103019941198604,0.111557494035838,NA,NA,0.102249132821924,TRUE,72,798.2,9,8,"Glutamatergic",NA,"L5 IT",0.134980114455821
"41",45,"20180108_sample_10","20180108_slice_10",2018-01-08,"sample 10","sample",10,"mouse_OOSLW",2017-11-05,64,"F","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1505286,1726024,385868,1,11858,"ET","L5 ET_1",0.96,"L5 ET_1 (95.7%)","L5 PT VISp Krt80 (97.0%)","L5 PT VISp Krt80 (97.0%)","L5 PT VISp Krt80","L5 PT","L5 PT VISp","L5","PT","VISp","97.0%)","97.0","","L5",2240,344.79,"Fede",10,"703.3",260.8,556.8,1536.768,NA,NA,38,"Glutamatergic","L5.PT_on",228.533596778315,1.0541995232414,NA,0.549698193433934,Inf,0.0879033809684498,NA,0.177456787333401,0.0840073860665428,0.0957108825890556,NA,NA,0.0424560076620751,TRUE,97,703.3,9,9,"Glutamatergic",NA,"L5 PT",0.202847849190715
"42",46,"20180109_sample_1","20180109_slice_1",2018-01-09,"sample 1","sample",1,"mouse_TYCES",2017-11-05,65,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",346497,523419,72836,2,6404,"IT","L5 IT_1",0.73,"L5 IT_1 (72.7%), L5 IT_3 (13.9%), L6 IT_1 (6.3%)","L5 IT ALM Cpa6 Gpr88 (36.0%), L5 IT VISp Col27a1 (25.0%), L5 IT ALM Cbln4 Fezf2 (14.0%)","L5 IT ALM Cpa6 Gpr88 (36.0%), L5 IT VISp Col27a1 (25.0%), L5 IT ALM Cbln4 Fezf2 (14.0%)","L5 IT ALM Cpa6 Gpr88","L5 IT","L5 IT ALM","L5","IT","ALM","36.0%), L5 IT VISp Col27a1","36.0",", L5 IT VISp Col27a1","L5",1770,159.33,"Fede",11,"816.4",295.7,566.8,1564.368,NA,NA,46,"Glutamatergic","L5.IT_on",143.115888324177,0.660177336577639,NA,0.39818761073901,-Inf,0.0314505697122508,NA,0.0316525868015118,0.0503643171759368,0.0157322029437052,NA,NA,-0.0106882934771724,TRUE,36,816.4,3,1,"Glutamatergic",NA,"L5 IT",0.134980114455821
"43",47,"20180109_sample_2","20180109_slice_2",2018-01-09,"sample 2","sample",2,"mouse_TYCES",2017-11-05,65,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",151090,263133,31657,2,9340,"IT","L5 IT_3",0.55,"L5 IT_3 (55.0%), L5 IT_1 (37.1%), L5 IT_2 (7.1%)","L5 IT VISp Col27a1 (55.0%), L4 IT VISp Rspo1 (24.0%), L5 IT ALM Cpa6 Gpr88 (9.0%)","L5 IT VISp Col27a1 (55.0%), L4 IT VISp Rspo1 (24.0%), L5 IT ALM Cpa6 Gpr88 (9.0%)","L5 IT VISp Col27a1","L5 IT","L5 IT VISp","L5","IT","VISp","55.0%), L4 IT VISp Rspo1","55.0",", L4 IT VISp Rspo1","L5",1984,593.53,"Fede",10,"817.4",298.6,621.1,1714.236,NA,NA,47,"Glutamatergic","L5.IT_on",220.211914474831,1.0158125480195,NA,0.490599694983661,Inf,0.0486688287570987,NA,0.116274705685551,0.128934891335314,0.0974938219172444,NA,NA,0.0572876218698819,TRUE,55,817.4,3,2,"Glutamatergic",NA,"L5 IT",0.122245496542487
"44",48,"20180109_sample_5","20180109_slice_5",2018-01-09,"sample 5","sample",5,"mouse_TYCES",2017-11-05,65,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1240954,280662,88761,1,11447,"IT","L5 IT_1",0.72,"L5 IT_1 (72.3%), L5 IT_2 (23.1%)","L5 IT ALM Cpa6 Gpr88 (76.0%), L5 IT VISp Col27a1 (11.0%), L5 IT ALM Gkn1 Pcdh19 (8.0%)","L5 IT ALM Cpa6 Gpr88 (76.0%), L5 IT VISp Col27a1 (11.0%), L5 IT ALM Gkn1 Pcdh19 (8.0%)","L5 IT ALM Cpa6 Gpr88","L5 IT","L5 IT ALM","L5","IT","ALM","76.0%), L5 IT VISp Col27a1","76.0",", L5 IT VISp Col27a1","L5",1959,202.29,"Fede",10,"873.5",316.2,538.5,1486.26,NA,NA,48,"Glutamatergic","L5.IT_on",202.13325691992,0.932417754239054,NA,0.478612114088528,-Inf,0.183231708501399,NA,0.0123263234006949,0.100366941017676,0.0565512230853403,NA,NA,0.0446489590307327,TRUE,76,873.5,3,3,"Glutamatergic",NA,"L5 IT",0.134980114455821
"45",49,"20180110_sample_1","20180110_slice_1",2018-01-10,"sample 1","sample",1,"mouse_GUIGR",2017-11-05,66,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",965944,1042843,156185,2,11722,"IT","L5 IT_1",0.85,"L5 IT_1 (84.6%), L5 IT_3 (9.6%), L6 IT_1 (3.4%)","L5 IT VISp Col27a1 (42.0%), L5 IT ALM Cbln4 Fezf2 (32.0%), L5 IT ALM Cpa6 Gpr88 (14.0%)","L5 IT VISp Col27a1 (42.0%), L5 IT ALM Cbln4 Fezf2 (32.0%), L5 IT ALM Cpa6 Gpr88 (14.0%)","L5 IT VISp Col27a1","L5 IT","L5 IT VISp","L5","IT","VISp","42.0%), L5 IT ALM Cbln4 Fezf2","42.0",", L5 IT ALM Cbln4 Fezf2","L5",2129,257.48,"Fede",13,"947.5",357,605,1669.8,NA,NA,49,"Glutamatergic","L5.IT_on",209.964120761113,0.968540639645536,NA,0.363008364841755,-Inf,0.09293118334374,NA,0.0586971910202367,0.434795500514583,0.0806351453121337,NA,NA,0.00898161428280316,TRUE,42,947.5,7,1,"Glutamatergic",NA,"L5 IT",0.122245496542487
"46",50,"20180110_sample_2","20180110_slice_2",2018-01-10,"sample 2","sample",2,"mouse_GUIGR",2017-11-05,66,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",466145,579941,137643,3,12188,"IT","L5 IT_2",0.55,"L5 IT_2 (54.6%), L5 IT_1 (31.7%), L5 IT_3 (6.7%)","L5 IT ALM Gkn1 Pcdh19 (52.0%), L5 IT ALM Cpa6 Gpr88 (43.0%)","L5 IT ALM Gkn1 Pcdh19 (52.0%), L5 IT ALM Cpa6 Gpr88 (43.0%)","L5 IT ALM Gkn1 Pcdh19","L5 IT","L5 IT ALM","L5","IT","ALM","52.0%), L5 IT ALM Cpa6 Gpr88","52.0",", L5 IT ALM Cpa6 Gpr88","L5",1764,504.54,"Fede",14,"902.7",333,590.1,1628.676,NA,NA,50,"Glutamatergic","L5.IT_on",188.460458417312,0.869346687813726,NA,0.448461995911943,-Inf,0.113183407414015,NA,0.167792879524653,0.283946498405565,0.0987542756718974,NA,NA,0.0577346841093876,TRUE,52,902.7,7,2,"Glutamatergic",NA,"L5 IT",0.134980114455821
"47",51,"20180110_sample_3","20180110_slice_3",2018-01-10,"sample 3","sample",3,"mouse_GUIGR",2017-11-05,66,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",2251846,580294,118602,2,14118,"IT","L5 IT_1",1,"L5 IT_1 (99.6%)","L5 IT ALM Cpa6 Gpr88 (99.0%)","L5 IT ALM Cpa6 Gpr88 (99.0%)","L5 IT ALM Cpa6 Gpr88","L5 IT","L5 IT ALM","L5","IT","ALM","99.0%)","99.0","","L5",2091,961.24,"Fede",10,"854",311.1,646.6,1784.616,NA,NA,51,"Glutamatergic","L5.IT_on",254.665736801632,1.17474411686883,NA,0.573555726323613,Inf,0.125340977754914,NA,0.119065521352953,0.148548795292053,0.060699863051042,NA,NA,0.038853456206849,TRUE,99,854,7,3,"Glutamatergic",NA,"L5 IT",0.134980114455821
"48",52,"20180110_sample_4","20180110_slice_4",2018-01-10,"sample 4","sample",4,"mouse_GUIGR",2017-11-05,66,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",1285922,716623,125098,2,10352,"IT","L5 IT_1",0.61,"L5 IT_1 (61.3%), L5 IT_2 (26.0%), L6 CT Cpa6 (3.0%)","L5 IT ALM Cpa6 Gpr88 (46.0%), L5 IT VISp Col27a1 (28.0%), L5 IT VISp Col6a1 Fezf2 (17.0%)","L5 IT ALM Cpa6 Gpr88 (46.0%), L5 IT VISp Col27a1 (28.0%), L5 IT VISp Col6a1 Fezf2 (17.0%)","L5 IT ALM Cpa6 Gpr88","L5 IT","L5 IT ALM","L5","IT","ALM","46.0%), L5 IT VISp Col27a1","46.0",", L5 IT VISp Col27a1","L5",1966,157.83,"Fede",11,"816.8",299,598,1650.48,NA,NA,52,"Glutamatergic","L5.IT_on",188.403411219387,0.869083535569579,NA,0.33328359656499,-Inf,0.297805266583326,NA,0.0809141824957811,0.514067293869309,0.160005770824634,NA,NA,-0.0148406157507919,TRUE,46,816.8,7,4,"Glutamatergic",NA,"L5 IT",0.134980114455821
"49",53,"20180110_sample_5","20180110_slice_5",2018-01-10,"sample 5","sample",5,"mouse_GUIGR",2017-11-05,66,"M","Pvalb-Cre/wt; Ai9/wt","5","5","PV-",811180,747232,156013,1,13169,"IT","L5 IT_2",0.46,"L5 IT_2 (45.9%), L5 IT_1 (32.9%), L5 IT_3 (8.7%)","L5 IT VISp Col6a1 Fezf2 (59.0%), L5 IT VISp Col27a1 (20.0%), L6 IT ALM Tgfb1 (15.0%)","L5 IT VISp Col6a1 Fezf2 (59.0%), L5 IT VISp Col27a1 (20.0%), L6 IT ALM Tgfb1 (15.0%)","L5 IT VISp Col6a1 Fezf2","L5 IT","L5 IT VISp","L5","IT","VISp","59.0%), L5 IT VISp Col27a1","59.0",", L5 IT VISp Col27a1","L5",1810,236.68,"Fede",13,"767.7",279.4,538.5,1486.26,"y",NA,53,"Glutamatergic","L5.IT_on",177.057364057219,0.816745508786436,NA,0.380983401461257,-Inf,0.240036019954796,NA,0.120951154135854,0.356339169360637,0.127599808735793,NA,NA,0.0801731258718922,TRUE,59,767.7,7,5,"Glutamatergic",NA,"L5 IT",0.122245496542487
